INSTRUMENTID,PARTICIPANTID3,PARTICIPANTID2,PARTICIPANTID1,PARTICIPANTABBR3,PARTICIPANTABBR2,RANK,PARTICIPANTABBR1,CJ2,CJ1,CJ1_CHG,CJ3_CHG,PRODUCTNAME,CJ3,CJ2_CHG,trade_date
al2601,0253      ,0034      ,0275      ,华泰期货  ,方正中期  ,11,中泰期货  ,1817,1479,1285,251,铝,1465,7,20251009
al2601,0240      ,0169      ,0268      ,广发期货  ,兴业期货  ,12,中信建投  ,1719,1308,1239,291,铝,1170,1,20251009
al2601,0139      ,0049      ,0342      ,中粮期货  ,金瑞期货  ,13,津投期货  ,1594,1166,1058,11,铝,1041,-29,20251009
al2601,0116      ,0178      ,0271      ,首创期货  ,弘业期货  ,14,渤海期货  ,1366,1023,652,53,铝,1032,15,20251009
al2601,0103      ,0088      ,0018      ,永安期货  ,东亚期货  ,15,国联期货  ,1327,998,169,281,铝,913,-226,20251009
al2601,0049      ,0253      ,0240      ,金瑞期货  ,华泰期货  ,16,广发期货  ,1327,900,361,-7,铝,880,-479,20251009
al2601,0288      ,0077      ,0137      ,平安期货  ,新湖期货  ,17,宏源期货  ,1079,820,438,3,铝,831,827,20251009
al2601,0161      ,0082      ,0103      ,招商期货  ,国投期货  ,18,永安期货  ,942,809,465,-7,铝,825,16,20251009
al2601,0385      ,0153      ,0034      ,国富期货  ,海证期货  ,19,方正中期  ,921,772,597,26,铝,754,22,20251009
al2601,0315      ,0007      ,0153      ,云晨期货  ,东海期货  ,20,海证期货  ,898,766,502,440,铝,660,29,20251009
al2601,,,,,,999,,49630,64285,43387,1758,铝,47721,3425,20251009
al2602,0272      ,0004      ,0272      ,银河期货  ,国泰君安  ,1,银河期货  ,3825,3260,3206,949,铝,5765,487,20251009
al2602,0004      ,0148      ,0004      ,国泰君安  ,中信期货  ,2,国泰君安  ,2684,2366,2166,329,铝,2792,101,20251009
al2602,0103      ,0069      ,0077      ,永安期货  ,申万期货  ,3,新湖期货  ,2107,2168,1918,2,铝,1667,329,20251009
al2602,0148      ,0372      ,0148      ,中信期货  ,中银期货  ,4,中信期货  ,2017,2168,1655,139,铝,1608,1083,20251009
al2602,0163      ,0323      ,0253      ,东证期货  ,东吴期货  ,5,华泰期货  ,1489,2018,1854,25,铝,1366,612,20251009
al2602,0049      ,0088      ,0323      ,金瑞期货  ,东亚期货  ,6,东吴期货  ,1396,1656,1520,-306,铝,1167,-246,20251009
al2602,0115      ,0272      ,0163      ,佛山金控  ,银河期货  ,7,东证期货  ,1346,1262,1084,24,铝,1166,31,20251009
al2602,0268      ,0268      ,0372      ,中信建投  ,中信建投  ,8,中银期货  ,1215,1115,1114,72,铝,680,5,20251009
al2602,0275      ,0007      ,0069      ,中泰期货  ,东海期货  ,9,申万期货  ,699,1084,1045,443,铝,508,-1,20251009
al2602,0253      ,0096      ,0088      ,华泰期货  ,南华期货  ,10,东亚期货  ,690,794,754,94,铝,489,1,20251009
al2602,0315      ,0262      ,0308      ,云晨期货  ,英大期货  ,11,国信期货  ,690,650,604,222,铝,422,17,20251009
al2602,0319      ,0254      ,0275      ,西部期货  ,冠通期货  ,12,中泰期货  ,635,539,518,17,铝,410,0,20251009
al2602,0088      ,0082      ,0274      ,东亚期货  ,国投期货  ,13,中辉期货  ,549,529,399,-118,铝,400,-5,20251009
al2602,0139      ,0042      ,0271      ,中粮期货  ,光大期货  ,14,渤海期货  ,534,513,481,0,铝,387,102,20251009
al2602,0123      ,0138      ,0123      ,浙商期货  ,先锋期货  ,15,浙商期货  ,519,394,342,20,铝,302,-15,20251009
al2602,0073      ,0009      ,0049      ,东华期货  ,五矿期货  ,16,金瑞期货  ,430,331,304,0,铝,280,1,20251009
al2602,0019      ,0008      ,0240      ,宝城期货  ,上海中期  ,17,广发期货  ,314,267,209,0,铝,269,-3,20251009
al2602,0308      ,0123      ,0259      ,国信期货  ,浙商期货  ,18,华闻期货  ,283,249,212,32,铝,241,0,20251009
al2602,0161      ,0178      ,0137      ,招商期货  ,弘业期货  ,19,宏源期货  ,242,247,177,1,铝,232,97,20251009
al2602,0274      ,0059      ,0315      ,中辉期货  ,瑞达期货  ,20,云晨期货  ,215,222,214,11,铝,168,0,20251009
al2602,,,,,,999,,21879,21832,19776,1956,铝,20319,2596,20251009
znall,期货公司会员/境外特殊经纪参与者,期货公司会员/境外特殊经纪参与者,期货公司会员/境外特殊经纪参与者,期货公司会员/境外特殊经纪参与者,期货公司会员/境外特殊经纪参与者,-1,期货公司会员/境外特殊经纪参与者,220400,440069,-68107,-13714,锌,219580,-13689,20251009
znall,非期货公司会员/境外特殊非经纪参与者,非期货公司会员/境外特殊非经纪参与者,非期货公司会员/境外特殊非经纪参与者,非期货公司会员/境外特殊非经纪参与者,非期货公司会员/境外特殊非经纪参与者,0,非期货公司会员/境外特殊非经纪参与者,800,301,-909,10,锌,1620,-15,20251009
zn2510,0004      ,0004      ,0004      ,国泰君安  ,国泰君安  ,1,国泰君安  ,1595,1635,134,-565,锌,1375,1030,20251009
zn2510,0315      ,0077      ,0163      ,云晨期货  ,新湖期货  ,2,东证期货  ,800,1269,-5199,0,锌,635,-160,20251009
zn2510,0081      ,0148      ,0272      ,海通期货  ,中信期货  ,3,银河期货  ,570,1220,-413,90,锌,620,90,20251009
zn2510,0272      ,0049      ,0139      ,银河期货  ,金瑞期货  ,4,中粮期货  ,555,1115,274,-100,锌,610,-60,20251009
zn2510,0253      ,0253      ,0148      ,华泰期货  ,华泰期货  ,5,中信期货  ,400,530,-349,25,锌,535,-105,20251009
zn2510,0059      ,0069      ,0049      ,瑞达期货  ,申万期货  ,6,金瑞期货  ,330,400,-542,0,锌,370,215,20251009
zn2510,0108      ,0123      ,0253      ,中金岭南  ,浙商期货  ,7,华泰期货  ,280,280,131,0,锌,320,0,20251009
zn2510,0139      ,0277      ,0077      ,中粮期货  ,一德期货  ,8,新湖期货  ,275,270,-387,-315,锌,310,-200,20251009
zn2510,0157      ,0311      ,0240      ,中国国际  ,兴证期货  ,9,广发期货  ,265,255,-591,0,锌,305,25,20251009
zn2510,0137      ,0058      ,0069      ,宏源期货  ,国贸期货  ,10,申万期货  ,225,245,-90,0,锌,300,10,20251009
zn2510,0034      ,0272      ,0277      ,方正中期  ,银河期货  ,11,一德期货  ,210,240,-305,0,锌,285,-670,20251009
zn2510,0047      ,0163      ,0372      ,迈科期货  ,东证期货  ,12,中银期货  ,185,195,183,-15,锌,285,-29,20251009
zn2510,0042      ,0275      ,0009      ,光大期货  ,中泰期货  ,13,五矿期货  ,185,180,59,-100,锌,275,-65,20251009
zn2510,0240      ,0034      ,0082      ,广发期货  ,方正中期  ,14,国投期货  ,175,155,90,-5,锌,250,0,20251009
zn2510,0009      ,0047      ,0137      ,五矿期货  ,迈科期货  ,15,宏源期货  ,175,155,-698,-105,锌,245,-35,20251009
zn2510,0052      ,0296      ,0019      ,山金期货  ,和融期货  ,16,宝城期货  ,125,110,-43,-35,锌,140,65,20251009
zn2510,0372      ,0082      ,0052      ,中银期货  ,国投期货  ,17,山金期货  ,120,110,-130,-195,锌,105,-155,20251009
zn2510,0076      ,0052      ,0042      ,道通期货  ,山金期货  ,18,光大期货  ,90,100,-174,-35,锌,95,-35,20251009
zn2510,0169      ,0320      ,0081      ,兴业期货  ,大有期货  ,19,海通期货  ,90,90,-1055,0,锌,60,0,20251009
zn2510,0019      ,0169      ,0103      ,宝城期货  ,兴业期货  ,20,永安期货  ,70,65,-200,0,锌,45,-40,20251009
zn2510,,,,,,999,,6720,8619,-9305,-1355,锌,7165,-119,20251009
zn2511,0148      ,0148      ,0163      ,中信期货  ,中信期货  ,1,东证期货  ,7831,34266,-9673,-1721,锌,15784,-47,20251009
zn2511,0004      ,0163      ,0148      ,国泰君安  ,东证期货  ,2,中信期货  ,7602,31972,-22030,-651,锌,12531,73,20251009
zn2511,0103      ,0003      ,0004      ,永安期货  ,建信期货  ,3,国泰君安  ,6086,26987,-10819,-1057,锌,7690,-373,20251009
zn2511,0335      ,0139      ,0275      ,中金财富  ,中粮期货  ,4,中泰期货  ,6074,15180,-5269,-574,锌,4611,-207,20251009
zn2511,0163      ,0004      ,0240      ,东证期货  ,国泰君安  ,5,广发期货  ,4778,14269,4108,-2757,锌,4602,678,20251009
zn2511,0253      ,0275      ,0253      ,华泰期货  ,中泰期货  ,6,华泰期货  ,4445,12015,-5503,-404,锌,4071,-827,20251009
zn2511,0272      ,0058      ,0259      ,银河期货  ,国贸期货  ,7,华闻期货  ,3790,11843,-1680,-179,锌,3831,-1284,20251009
zn2511,0059      ,0049      ,0096      ,瑞达期货  ,金瑞期货  ,8,南华期货  ,3786,10690,2225,35,锌,2630,-1726,20251009
zn2511,0123      ,0253      ,0081      ,浙商期货  ,华泰期货  ,9,海通期货  ,3645,10345,3136,-764,锌,2604,919,20251009
zn2511,0096      ,0277      ,0272      ,南华期货  ,一德期货  ,10,银河期货  ,3415,6589,1302,363,锌,2531,-932,20251009
zn2511,0042      ,0323      ,0139      ,光大期货  ,东吴期货  ,11,中粮期货  ,3215,6475,4727,-2,锌,2466,47,20251009
zn2511,0081      ,0096      ,0319      ,海通期货  ,南华期货  ,12,西部期货  ,3077,5987,1929,289,锌,2442,-559,20251009
zn2511,0239      ,0308      ,0009      ,乾坤期货  ,国信期货  ,13,五矿期货  ,2791,4225,3172,-283,锌,2189,-1172,20251009
zn2511,0069      ,0042      ,0049      ,申万期货  ,光大期货  ,14,金瑞期货  ,2690,3814,1307,290,锌,1768,-458,20251009
zn2511,0240      ,0034      ,0042      ,广发期货  ,方正中期  ,15,光大期货  ,2585,3808,-16,-193,锌,1631,-1114,20251009
zn2511,0288      ,0311      ,0034      ,平安期货  ,兴证期货  ,16,方正中期  ,2567,3387,681,-475,锌,1512,472,20251009
zn2511,0009      ,0272      ,0103      ,五矿期货  ,银河期货  ,17,永安期货  ,2546,3244,-2421,-1273,锌,1505,-1908,20251009
zn2511,0007      ,0082      ,0123      ,东海期货  ,国投期货  ,18,浙商期货  ,2100,3029,-5793,-116,锌,1476,138,20251009
zn2511,0139      ,0019      ,0069      ,中粮期货  ,宝城期货  ,19,申万期货  ,2057,2881,1039,600,锌,1403,-135,20251009
zn2511,0082      ,0123      ,0058      ,国投期货  ,浙商期货  ,20,国贸期货  ,1787,2691,1169,-278,锌,1194,-663,20251009
zn2511,,,,,,999,,76867,213697,-38409,-9150,锌,78471,-9078,20251009
zn2512,0148      ,0148      ,0148      ,中信期货  ,中信期货  ,1,中信期货  ,12037,20742,-3589,-2096,锌,16290,1676,20251009
zn2512,0239      ,0308      ,0163      ,乾坤期货  ,国信期货  ,2,东证期货  ,4196,17888,1454,-129,锌,9392,1148,20251009
zn2512,0004      ,0163      ,0004      ,国泰君安  ,东证期货  ,3,国泰君安  ,4034,8070,-8248,-79,锌,4613,661,20251009
zn2512,0335      ,0239      ,0253      ,中金财富  ,乾坤期货  ,4,华泰期货  ,3730,7627,-1160,-228,锌,3445,0,20251009
zn2512,0123      ,0275      ,0319      ,浙商期货  ,中泰期货  ,5,西部期货  ,3381,4145,1699,52,锌,3206,-289,20251009
zn2512,0025      ,0088      ,0275      ,铜冠金源  ,东亚期货  ,6,中泰期货  ,2935,4089,-14833,141,锌,3032,111,20251009
zn2512,0272      ,0019      ,0081      ,银河期货  ,宝城期货  ,7,海通期货  ,2771,3997,1737,25,锌,1821,38,20251009
zn2512,0103      ,0058      ,0308      ,永安期货  ,国贸期货  ,8,国信期货  ,2768,3567,1467,-36,锌,1666,-31,20251009
zn2512,0253      ,0323      ,0096      ,华泰期货  ,东吴期货  ,9,南华期货  ,2493,3520,884,189,锌,1556,-6,20251009
zn2512,0163      ,0034      ,0239      ,东证期货  ,方正中期  ,10,乾坤期货  ,2286,3027,87,-189,锌,1439,686,20251009
zn2512,0084      ,0139      ,0240      ,瑞银期货  ,中粮期货  ,11,广发期货  ,2245,2811,560,54,锌,1266,-54,20251009
zn2512,0042      ,0004      ,0259      ,光大期货  ,国泰君安  ,12,华闻期货  ,2198,2423,-1101,-49,锌,979,173,20251009
zn2512,0240      ,0272      ,0272      ,广发期货  ,银河期货  ,13,银河期货  ,1819,2221,1040,264,锌,935,-726,20251009
zn2512,0295      ,0268      ,0161      ,正信期货  ,中信建投  ,14,招商期货  ,1793,2075,1837,-58,锌,906,76,20251009
zn2512,0169      ,0240      ,0034      ,兴业期货  ,广发期货  ,15,方正中期  ,1567,1716,1128,-4,锌,821,-29,20251009
zn2512,0081      ,0069      ,0274      ,海通期货  ,申万期货  ,16,中辉期货  ,1540,1513,376,195,锌,813,-283,20251009
zn2512,0321      ,0096      ,0069      ,紫金天风  ,南华期货  ,17,申万期货  ,1363,1312,241,77,锌,804,-189,20251009
zn2512,0139      ,0137      ,0372      ,中粮期货  ,宏源期货  ,18,中银期货  ,1264,1141,-634,539,锌,789,108,20251009
zn2512,0108      ,0006      ,0088      ,中金岭南  ,华鑫期货  ,19,东亚期货  ,908,1094,793,6,锌,760,-39,20251009
zn2512,0034      ,0349      ,0315      ,方正中期  ,财信期货  ,20,云晨期货  ,861,983,-1225,92,锌,732,-26,20251009
zn2512,,,,,,999,,56189,93961,-17487,-1234,锌,55265,3005,20251009
zn2601,0148      ,0123      ,0148      ,中信期货  ,浙商期货  ,1,中信期货  ,2380,7610,3501,576,锌,4651,32,20251009
zn2601,0088      ,0275      ,0163      ,东亚期货  ,中泰期货  ,2,东证期货  ,2140,5833,3036,-61,锌,2213,57,20251009
zn2601,0239      ,0004      ,0253      ,乾坤期货  ,国泰君安  ,3,华泰期货  ,1719,1702,841,-2,锌,1730,118,20251009
zn2601,0321      ,0148      ,0308      ,紫金天风  ,中信期货  ,4,国信期货  ,1712,1379,82,59,锌,1210,664,20251009
zn2601,0025      ,0019      ,0004      ,铜冠金源  ,宝城期货  ,5,国泰君安  ,797,1368,670,108,锌,1108,15,20251009
zn2601,0004      ,0163      ,0049      ,国泰君安  ,东证期货  ,6,金瑞期货  ,736,1242,1013,62,锌,922,107,20251009
zn2601,0320      ,0134      ,0319      ,大有期货  ,大越期货  ,7,西部期货  ,678,806,194,659,锌,665,-2,20251009
zn2601,0272      ,0049      ,0088      ,银河期货  ,金瑞期货  ,8,东亚期货  ,666,723,486,117,锌,549,523,20251009
zn2601,0034      ,0088      ,0320      ,方正中期  ,东亚期货  ,9,大有期货  ,588,667,410,-33,锌,542,-32,20251009
zn2601,0137      ,0272      ,0275      ,宏源期货  ,银河期货  ,10,中泰期货  ,535,641,296,-18,锌,526,22,20251009
zn2601,0077      ,0073      ,0259      ,新湖期货  ,东华期货  ,11,华闻期货  ,380,620,372,12,锌,397,0,20251009
zn2601,0163      ,0372      ,0069      ,东证期货  ,中银期货  ,12,申万期货  ,364,535,318,-66,锌,294,194,20251009
zn2601,0096      ,0268      ,0342      ,南华期货  ,中信建投  ,13,津投期货  ,348,514,242,39,锌,247,-8,20251009
zn2601,0069      ,0177      ,0274      ,申万期货  ,大地期货  ,14,中辉期货  ,323,499,202,10,锌,239,-2,20251009
zn2601,0169      ,0240      ,0240      ,兴业期货  ,广发期货  ,15,广发期货  ,301,489,116,-14,锌,199,73,20251009
zn2601,0067      ,0139      ,0272      ,中财期货  ,中粮期货  ,16,银河期货  ,274,425,121,157,锌,159,25,20251009
zn2601,0103      ,0048      ,0042      ,永安期货  ,长江期货  ,17,光大期货  ,261,417,329,16,锌,139,-7,20251009
zn2601,0058      ,0096      ,0096      ,国贸期货  ,南华期货  ,18,南华期货  ,261,406,121,-4,锌,133,-101,20251009
zn2601,0240      ,0308      ,0271      ,广发期货  ,国信期货  ,19,渤海期货  ,233,357,100,-34,锌,133,-85,20251009
zn2601,0253      ,0277      ,0018      ,华泰期货  ,一德期货  ,20,国联期货  ,230,343,-146,-25,锌,125,143,20251009
zn2601,,,,,,999,,14926,26576,12304,1558,锌,16181,1736,20251009
pball,期货公司会员/境外特殊经纪参与者,期货公司会员/境外特殊经纪参与者,期货公司会员/境外特殊经纪参与者,期货公司会员/境外特殊经纪参与者,期货公司会员/境外特殊经纪参与者,-1,期货公司会员/境外特殊经纪参与者,71948,114384,-12382,-991,铅,71948,-991,20251009
pball,非期货公司会员/境外特殊非经纪参与者,非期货公司会员/境外特殊非经纪参与者,非期货公司会员/境外特殊非经纪参与者,非期货公司会员/境外特殊非经纪参与者,非期货公司会员/境外特殊非经纪参与者,0,非期货公司会员/境外特殊非经纪参与者,0,0,0,0,铅,0,0,20251009
pb2510,0148      ,0004      ,0004      ,中信期货  ,国泰君安  ,1,国泰君安  ,2210,435,87,0,铅,2075,105,20251009
pb2510,0004      ,0082      ,0272      ,国泰君安  ,国投期货  ,2,银河期货  ,1095,370,339,-60,铅,1155,0,20251009
pb2510,0308      ,0006      ,0006      ,国信期货  ,华鑫期货  ,3,华鑫期货  ,415,200,-161,25,铅,280,200,20251009
pb2510,0372      ,0049      ,0049      ,中银期货  ,金瑞期货  ,4,金瑞期货  ,400,162,-239,-10,铅,225,160,20251009
pb2510,0315      ,0178      ,0025      ,云晨期货  ,弘业期货  ,5,铜冠金源  ,300,110,20,0,铅,215,-100,20251009
pb2510,0332      ,0320      ,0178      ,华融融达  ,大有期货  ,6,弘业期货  ,300,100,100,0,铅,200,45,20251009
pb2510,0240      ,0125      ,0161      ,广发期货  ,物产中大  ,7,招商期货  ,55,80,79,-2,铅,190,-50,20251009
pb2510,0069      ,0029      ,0320      ,申万期货  ,国海良时  ,8,大有期货  ,40,80,62,0,铅,180,0,20251009
pb2510,0049      ,0025      ,0125      ,金瑞期货  ,铜冠金源  ,9,物产中大  ,35,50,-169,-2,铅,115,-50,20251009
pb2510,0321      ,0295      ,0275      ,紫金天风  ,正信期货  ,10,中泰期货  ,35,30,-100,0,铅,90,0,20251009
pb2510,0123      ,0031      ,0308      ,浙商期货  ,中航期货  ,11,国信期货  ,20,26,-335,0,铅,65,0,20251009
pb2510,0269      ,0153      ,0253      ,国新国证  ,海证期货  ,12,华泰期货  ,5,20,-398,0,铅,25,0,20251009
pb2510,0116      ,,0372      ,首创期货  ,,13,中银期货  ,,10,10,0,铅,20,,20251009
pb2510,0153      ,,0375      ,海证期货  ,,14,第一创业  ,,3,0,0,铅,20,,20251009
pb2510,0253      ,,0240      ,华泰期货  ,,15,广发期货  ,,2,-37,20,铅,20,,20251009
pb2510,0137      ,,0051      ,宏源期货  ,,16,华金期货  ,,1,-1,0,铅,15,,20251009
pb2510,0320      ,,0311      ,大有期货  ,,17,兴证期货  ,,1,-1,15,铅,15,,20251009
pb2510,0311      ,,,兴证期货  ,,18,,,,,-1,铅,5,,20251009
pb2510,,,,,,999,,4910,1680,-744,-15,铅,4910,310,20251009
pb2511,0004      ,0148      ,0148      ,国泰君安  ,中信期货  ,1,中信期货  ,5450,11255,-2791,351,铅,4727,48,20251009
pb2511,0163      ,0004      ,0163      ,东证期货  ,国泰君安  ,2,东证期货  ,4203,9384,-1051,-885,铅,4679,401,20251009
pb2511,0272      ,0034      ,0253      ,银河期货  ,方正中期  ,3,华泰期货  ,2341,9013,1299,7,铅,3219,-192,20251009
pb2511,0082      ,0069      ,0081      ,国投期货  ,申万期货  ,4,海通期货  ,2096,5635,-2524,-121,铅,3173,-300,20251009
pb2511,0148      ,0308      ,0004      ,中信期货  ,国信期货  ,5,国泰君安  ,1913,4644,-3390,127,铅,2387,-101,20251009
