INSTRUMENTID,TRADEFEERATIO,TTRADEFEERATIO,COMMODITYDELIVFEEUNIT,SPECLONGMARGINRATIO,HEDGLONGMARGINRATIO,COMMODITYDELIVFEERATIO,PRODUCTID,PRODUCTNAME,TTRADEFEEUNIT,TRADEFEEUNIT,HEDGSHORTMARGINRATIO,SETTLEMENTPRICE,UNIDIRECT,SPECSHORTMARGINRATIO,ISUNITODAY,trade_date
br2602,0.02,0.01,0,0.11,0.1,0,br_f,丁二烯橡胶,0,0,0.1,11245,1,0.11,0,20251009
br2603,0.02,0.01,0,0.11,0.1,0,br_f,丁二烯橡胶,0,0,0.1,11265,1,0.11,0,20251009
br2604,0.02,0.01,0,0.11,0.1,0,br_f,丁二烯橡胶,0,0,0.1,11195,1,0.11,0,20251009
br2605,0.02,0.01,0,0.11,0.1,0,br_f,丁二烯橡胶,0,0,0.1,11295,1,0.11,0,20251009
br2606,0.02,0.01,0,0.11,0.1,0,br_f,丁二烯橡胶,0,0,0.1,11345,1,0.11,0,20251009
br2607,0.02,0.01,0,0.11,0.1,0,br_f,丁二烯橡胶,0,0,0.1,11415,1,0.11,0,20251009
br2608,0.02,0.01,0,0.11,0.1,0,br_f,丁二烯橡胶,0,0,0.1,11460,1,0.11,0,20251009
br2609,0.02,0.01,0,0.11,0.1,0,br_f,丁二烯橡胶,0,0,0.1,11505,1,0.11,0,20251009
ru2510,0,0,0,0.15,0.15,0,ru_f,天然橡胶,1.5,3,0.15,14535,1,0.15,0,20251009
ru2511,0,0,0,0.1,0.1,0,ru_f,天然橡胶,1.5,3,0.1,14485,1,0.1,0,20251009
ru2601,0,0,0,0.1,0.09,0,ru_f,天然橡胶,1.5,3,0.09,15325,1,0.1,0,20251009
ru2603,0,0,0,0.1,0.09,0,ru_f,天然橡胶,1.5,3,0.09,15345,1,0.1,0,20251009
ru2604,0,0,0,0.1,0.09,0,ru_f,天然橡胶,1.5,3,0.09,15290,1,0.1,0,20251009
ru2605,0,0,0,0.1,0.09,0,ru_f,天然橡胶,1.5,3,0.09,15290,1,0.1,0,20251009
ru2606,0,0,0,0.1,0.09,0,ru_f,天然橡胶,1.5,3,0.09,15270,1,0.1,0,20251009
ru2607,0,0,0,0.1,0.09,0,ru_f,天然橡胶,1.5,3,0.09,15370,1,0.1,0,20251009
ru2608,0,0,0,0.1,0.09,0,ru_f,天然橡胶,1.5,3,0.09,15300,1,0.1,0,20251009
ru2609,0,0,0,0.1,0.09,0,ru_f,天然橡胶,1.5,3,0.09,15315,1,0.1,0,20251009
nr2510,0.02,0.01,0,0.15,0.15,0,nr_f,20号胶,0,0,0.15,12220,1,0.15,0,20251009
nr2511,0.02,0.01,0,0.1,0.1,0,nr_f,20号胶,0,0,0.1,12385,1,0.1,0,20251009
nr2512,0.02,0.01,0,0.1,0.09,0,nr_f,20号胶,0,0,0.09,12385,1,0.1,0,20251009
nr2601,0.02,0.01,0,0.1,0.09,0,nr_f,20号胶,0,0,0.09,12410,1,0.1,0,20251009
nr2602,0.02,0.01,0,0.1,0.09,0,nr_f,20号胶,0,0,0.09,12400,1,0.1,0,20251009
nr2603,0.02,0.01,0,0.1,0.09,0,nr_f,20号胶,0,0,0.09,12390,1,0.1,0,20251009
nr2604,0.02,0.01,0,0.1,0.09,0,nr_f,20号胶,0,0,0.09,12390,1,0.1,0,20251009
nr2605,0.02,0.01,0,0.1,0.09,0,nr_f,20号胶,0,0,0.09,12425,1,0.1,0,20251009
nr2606,0.02,0.01,0,0.1,0.09,0,nr_f,20号胶,0,0,0.09,12470,1,0.1,0,20251009
nr2607,0.02,0.01,0,0.1,0.09,0,nr_f,20号胶,0,0,0.09,12535,1,0.1,0,20251009
nr2608,0.02,0.01,0,0.1,0.09,0,nr_f,20号胶,0,0,0.09,12570,1,0.1,0,20251009
nr2609,0.02,0.01,0,0.1,0.09,0,nr_f,20号胶,0,0,0.09,12510,1,0.1,0,20251009
sp2510,0.05,0.025,0,0.15,0.15,0,sp_f,纸浆,0,0,0.15,4808,1,0.15,0,20251009
sp2511,0.05,0.025,0,0.1,0.1,0,sp_f,纸浆,0,0,0.1,4812,1,0.1,0,20251009
sp2512,0.05,0.025,0,0.08,0.07,0,sp_f,纸浆,0,0,0.07,4832,1,0.08,0,20251009
sp2601,0.05,0.025,0,0.08,0.07,0,sp_f,纸浆,0,0,0.07,5108,1,0.08,0,20251009
sp2602,0.05,0.025,0,0.08,0.07,0,sp_f,纸浆,0,0,0.07,5114,1,0.08,0,20251009
sp2603,0.05,0.025,0,0.08,0.07,0,sp_f,纸浆,0,0,0.07,5130,1,0.08,0,20251009
sp2604,0.05,0.025,0,0.08,0.07,0,sp_f,纸浆,0,0,0.07,5140,1,0.08,0,20251009
sp2605,0.05,0.025,0,0.08,0.07,0,sp_f,纸浆,0,0,0.07,5150,1,0.08,0,20251009
sp2606,0.05,0.025,0,0.08,0.07,0,sp_f,纸浆,0,0,0.07,5182,1,0.08,0,20251009
sp2607,0.05,0.025,0,0.08,0.07,0,sp_f,纸浆,0,0,0.07,5170,1,0.08,0,20251009
sp2608,0.05,0.025,0,0.08,0.07,0,sp_f,纸浆,0,0,0.07,5192,1,0.08,0,20251009
sp2609,0.05,0.025,0,0.08,0.07,0,sp_f,纸浆,0,0,0.07,5178,1,0.08,0,20251009
op2601,0.1,0.05,0,0.08,0.07,0,op_f,胶版印刷纸,0,0,0.07,4214,1,0.08,0,20251009
op2602,0.1,0.05,0,0.08,0.07,0,op_f,胶版印刷纸,0,0,0.07,4224,1,0.08,0,20251009
op2603,0.1,0.05,0,0.08,0.07,0,op_f,胶版印刷纸,0,0,0.07,4222,1,0.08,0,20251009
op2604,0.1,0.05,0,0.08,0.07,0,op_f,胶版印刷纸,0,0,0.07,4268,1,0.08,0,20251009
op2605,0.1,0.05,0,0.08,0.07,0,op_f,胶版印刷纸,0,0,0.07,4266,1,0.08,0,20251009
op2606,0.1,0.05,0,0.08,0.07,0,op_f,胶版印刷纸,0,0,0.07,4234,1,0.08,0,20251009
op2607,0.1,0.05,0,0.08,0.07,0,op_f,胶版印刷纸,0,0,0.07,4238,1,0.08,0,20251009
op2608,0.1,0.05,0,0.08,0.07,0,op_f,胶版印刷纸,0,0,0.07,4248,1,0.08,0,20251009
op2609,0.1,0.05,0,0.08,0.07,0,op_f,胶版印刷纸,0,0,0.07,4266,1,0.08,0,20251009
ec2510,0.6,0.3,0,0.2,0.2,0.02,ec_f,SCFIS欧线,0,0,0.2,1112.5,1,0.2,0,20251009
ec2512,0.6,0.3,0,0.2,0.2,0.02,ec_f,SCFIS欧线,0,0,0.2,1620.2,1,0.2,0,20251009
ec2602,0.6,0.3,0,0.2,0.2,0.02,ec_f,SCFIS欧线,0,0,0.2,1410.9,1,0.2,0,20251009
ec2604,0.6,0.3,0,0.2,0.2,0.02,ec_f,SCFIS欧线,0,0,0.2,1108.4,1,0.2,0,20251009
ec2606,0.6,0.3,0,0.2,0.2,0.02,ec_f,SCFIS欧线,0,0,0.2,1294.6,1,0.2,0,20251009
ec2608,0.6,0.3,0,0.2,0.2,0.02,ec_f,SCFIS欧线,0,0,0.2,1415.5,1,0.2,0,20251009
cu2510,0.05,0.025,0,0.2,0.2,0,cu_f,铜,0,0,0.2,86530,1,0.2,0,20251010
cu2511,0.05,0.025,0,0.1,0.1,0,cu_f,铜,0,0,0.1,86910,1,0.1,0,20251010
cu2512,0.05,0.025,0,0.09,0.08,0,cu_f,铜,0,0,0.08,86910,1,0.09,0,20251010
cu2601,0.05,0.025,0,0.09,0.08,0,cu_f,铜,0,0,0.08,86960,1,0.09,0,20251010
cu2602,0.05,0.025,0,0.09,0.08,0,cu_f,铜,0,0,0.08,87010,1,0.09,0,20251010
cu2603,0.05,0.025,0,0.09,0.08,0,cu_f,铜,0,0,0.08,87090,1,0.09,0,20251010
cu2604,0.05,0.025,0,0.09,0.08,0,cu_f,铜,0,0,0.08,86700,1,0.09,0,20251010
cu2605,0.05,0.025,0,0.09,0.08,0,cu_f,铜,0,0,0.08,86520,1,0.09,0,20251010
cu2606,0.05,0.025,0,0.09,0.08,0,cu_f,铜,0,0,0.08,86870,1,0.09,0,20251010
cu2607,0.05,0.025,0,0.09,0.08,0,cu_f,铜,0,0,0.08,86660,1,0.09,0,20251010
cu2608,0.05,0.025,0,0.09,0.08,0,cu_f,铜,0,0,0.08,86640,1,0.09,0,20251010
cu2609,0.05,0.025,0,0.09,0.08,0,cu_f,铜,0,0,0.08,86490,1,0.09,0,20251010
bc2510,0.01,0.005,0,0.2,0.2,0,bc_f,铜(BC),0,0,0.2,76060,1,0.2,0,20251010
bc2511,0.01,0.005,0,0.1,0.1,0,bc_f,铜(BC),0,0,0.1,77210,1,0.1,0,20251010
bc2512,0.01,0.005,0,0.09,0.08,0,bc_f,铜(BC),0,0,0.08,77230,1,0.09,0,20251010
bc2601,0.01,0.005,0,0.09,0.08,0,bc_f,铜(BC),0,0,0.08,77150,1,0.09,0,20251010
bc2602,0.01,0.005,0,0.09,0.08,0,bc_f,铜(BC),0,0,0.08,76900,1,0.09,0,20251010
bc2603,0.01,0.005,0,0.09,0.08,0,bc_f,铜(BC),0,0,0.08,77470,1,0.09,0,20251010
bc2604,0.01,0.005,0,0.09,0.08,0,bc_f,铜(BC),0,0,0.08,77000,1,0.09,0,20251010
bc2605,0.01,0.005,0,0.09,0.08,0,bc_f,铜(BC),0,0,0.08,75900,1,0.09,0,20251010
bc2606,0.01,0.005,0,0.09,0.08,0,bc_f,铜(BC),0,0,0.08,75880,1,0.09,0,20251010
bc2607,0.01,0.005,0,0.09,0.08,0,bc_f,铜(BC),0,0,0.08,76850,1,0.09,0,20251010
bc2608,0.01,0.005,0,0.09,0.08,0,bc_f,铜(BC),0,0,0.08,75800,1,0.09,0,20251010
bc2609,0.01,0.005,0,0.09,0.08,0,bc_f,铜(BC),0,0,0.08,75710,1,0.09,0,20251010
al2510,0,0,0,0.2,0.2,0,al_f,铝,1.5,3,0.2,21055,1,0.2,0,20251010
al2511,0,0,0,0.1,0.1,0,al_f,铝,1.5,3,0.1,21090,1,0.1,0,20251010
al2512,0,0,0,0.09,0.08,0,al_f,铝,1.5,3,0.08,21090,1,0.09,0,20251010
al2601,0,0,0,0.09,0.08,0,al_f,铝,1.5,3,0.08,21085,1,0.09,0,20251010
al2602,0,0,0,0.09,0.08,0,al_f,铝,1.5,3,0.08,21080,1,0.09,0,20251010
al2603,0,0,0,0.09,0.08,0,al_f,铝,1.5,3,0.08,21065,1,0.09,0,20251010
al2604,0,0,0,0.09,0.08,0,al_f,铝,1.5,3,0.08,21100,1,0.09,0,20251010
al2605,0,0,0,0.09,0.08,0,al_f,铝,1.5,3,0.08,21095,1,0.09,0,20251010
al2606,0,0,0,0.09,0.08,0,al_f,铝,1.5,3,0.08,21085,1,0.09,0,20251010
al2607,0,0,0,0.09,0.08,0,al_f,铝,1.5,3,0.08,21100,1,0.09,0,20251010
al2608,0,0,0,0.09,0.08,0,al_f,铝,1.5,3,0.08,21100,1,0.09,0,20251010
al2609,0,0,0,0.09,0.08,0,al_f,铝,1.5,3,0.08,21095,1,0.09,0,20251010
zn2510,0,0,0,0.2,0.2,0,zn_f,锌,1.5,3,0.2,22320,1,0.2,0,20251010
zn2511,0,0,0,0.1,0.1,0,zn_f,锌,1.5,3,0.1,22385,1,0.1,0,20251010
zn2512,0,0,0,0.09,0.08,0,zn_f,锌,1.5,3,0.08,22415,1,0.09,0,20251010
zn2601,0,0,0,0.09,0.08,0,zn_f,锌,1.5,3,0.08,22450,1,0.09,0,20251010
zn2602,0,0,0,0.09,0.08,0,zn_f,锌,1.5,3,0.08,22460,1,0.09,0,20251010
zn2603,0,0,0,0.09,0.08,0,zn_f,锌,1.5,3,0.08,22520,1,0.09,0,20251010
zn2604,0,0,0,0.09,0.08,0,zn_f,锌,1.5,3,0.08,22530,1,0.09,0,20251010
zn2605,0,0,0,0.09,0.08,0,zn_f,锌,1.5,3,0.08,22580,1,0.09,0,20251010
zn2606,0,0,0,0.09,0.08,0,zn_f,锌,1.5,3,0.08,22550,1,0.09,0,20251010
zn2607,0,0,0,0.09,0.08,0,zn_f,锌,1.5,3,0.08,22590,1,0.09,0,20251010
zn2608,0,0,0,0.09,0.08,0,zn_f,锌,1.5,3,0.08,22615,1,0.09,0,20251010
zn2609,0,0,0,0.09,0.08,0,zn_f,锌,1.5,3,0.08,22600,1,0.09,0,20251010
pb2510,0.04,0.02,0,0.2,0.2,0,pb_f,铅,0,0,0.2,17075,1,0.2,0,20251010
pb2511,0.04,0.02,0,0.1,0.1,0,pb_f,铅,0,0,0.1,17125,1,0.1,0,20251010
pb2512,0.04,0.02,0,0.09,0.08,0,pb_f,铅,0,0,0.08,17145,1,0.09,0,20251010
pb2601,0.04,0.02,0,0.09,0.08,0,pb_f,铅,0,0,0.08,17150,1,0.09,0,20251010
pb2602,0.04,0.02,0,0.09,0.08,0,pb_f,铅,0,0,0.08,17170,1,0.09,0,20251010
pb2603,0.04,0.02,0,0.09,0.08,0,pb_f,铅,0,0,0.08,17195,1,0.09,0,20251010
pb2604,0.04,0.02,0,0.09,0.08,0,pb_f,铅,0,0,0.08,17185,1,0.09,0,20251010
pb2605,0.04,0.02,0,0.09,0.08,0,pb_f,铅,0,0,0.08,17190,1,0.09,0,20251010
pb2606,0.04,0.02,0,0.09,0.08,0,pb_f,铅,0,0,0.08,17190,1,0.09,0,20251010
pb2607,0.04,0.02,0,0.09,0.08,0,pb_f,铅,0,0,0.08,17215,1,0.09,0,20251010
pb2608,0.04,0.02,0,0.09,0.08,0,pb_f,铅,0,0,0.08,17230,1,0.09,0,20251010
pb2609,0.04,0.02,0,0.09,0.08,0,pb_f,铅,0,0,0.08,17285,1,0.09,0,20251010
ni2510,0,0,0,0.2,0.2,0,ni_f,镍,1.5,3,0.2,123510,1,0.2,0,20251010
ni2511,0,0,0,0.12,0.11,0,ni_f,镍,1.5,3,0.11,123490,1,0.12,0,20251010
ni2512,0,0,0,0.12,0.11,0,ni_f,镍,1.5,3,0.11,123650,1,0.12,0,20251010
ni2601,0,0,0,0.12,0.11,0,ni_f,镍,1.5,3,0.11,124140,1,0.12,0,20251010
ni2602,0,0,0,0.12,0.11,0,ni_f,镍,1.5,3,0.11,124730,1,0.12,0,20251010
ni2603,0,0,0,0.12,0.11,0,ni_f,镍,1.5,3,0.11,124490,1,0.12,0,20251010
ni2604,0,0,0,0.12,0.11,0,ni_f,镍,1.5,3,0.11,124710,1,0.12,0,20251010
ni2605,0,0,0,0.12,0.11,0,ni_f,镍,1.5,3,0.11,124870,1,0.12,0,20251010
ni2606,0,0,0,0.12,0.11,0,ni_f,镍,1.5,3,0.11,125130,1,0.12,0,20251010
ni2607,0,0,0,0.12,0.11,0,ni_f,镍,1.5,3,0.11,125580,1,0.12,0,20251010
ni2608,0,0,0,0.12,0.11,0,ni_f,镍,1.5,3,0.11,125770,1,0.12,0,20251010
ni2609,0,0,0,0.12,0.11,0,ni_f,镍,1.5,3,0.11,125640,1,0.12,0,20251010
sn2510,0,0,0,0.2,0.2,0,sn_f,锡,1.5,3,0.2,288270,1,0.2,0,20251010
sn2511,0,0,0,0.12,0.11,0,sn_f,锡,1.5,3,0.11,288430,1,0.12,0,20251010
sn2512,0,0,0,0.12,0.11,0,sn_f,锡,1.5,3,0.11,288660,1,0.12,0,20251010
sn2601,0,0,0,0.12,0.11,0,sn_f,锡,1.5,3,0.11,288660,1,0.12,0,20251010
sn2602,0,0,0,0.12,0.11,0,sn_f,锡,1.5,3,0.11,288930,1,0.12,0,20251010
sn2603,0,0,0,0.12,0.11,0,sn_f,锡,1.5,3,0.11,289020,1,0.12,0,20251010
sn2604,0,0,0,0.12,0.11,0,sn_f,锡,1.5,3,0.11,288650,1,0.12,0,20251010
sn2605,0,0,0,0.12,0.11,0,sn_f,锡,1.5,3,0.11,288950,1,0.12,0,20251010
sn2606,0,0,0,0.12,0.11,0,sn_f,锡,1.5,3,0.11,288740,1,0.12,0,20251010
sn2607,0,0,0,0.12,0.11,0,sn_f,锡,1.5,3,0.11,288440,1,0.12,0,20251010
sn2608,0,0,0,0.12,0.11,0,sn_f,锡,1.5,3,0.11,289090,1,0.12,0,20251010
sn2609,0,0,0,0.12,0.11,0,sn_f,锡,1.5,3,0.11,287680,1,0.12,0,20251010
ao2510,0.1,0.05,0,0.2,0.2,0,ao_f,氧化铝,0,0,0.2,2834,1,0.2,0,20251010
ao2511,0.1,0.05,0,0.11,0.1,0,ao_f,氧化铝,0,0,0.1,2848,1,0.11,0,20251010
ao2512,0.1,0.05,0,0.11,0.1,0,ao_f,氧化铝,0,0,0.1,2871,1,0.11,0,20251010
ao2601,0.1,0.05,0,0.11,0.1,0,ao_f,氧化铝,0,0,0.1,2877,1,0.11,0,20251010
ao2602,0.1,0.05,0,0.11,0.1,0,ao_f,氧化铝,0,0,0.1,2891,1,0.11,0,20251010
ao2603,0.1,0.05,0,0.11,0.1,0,ao_f,氧化铝,0,0,0.1,2953,1,0.11,0,20251010
ao2604,0.1,0.05,0,0.11,0.1,0,ao_f,氧化铝,0,0,0.1,2966,1,0.11,0,20251010
ao2605,0.1,0.05,0,0.11,0.1,0,ao_f,氧化铝,0,0,0.1,2979,1,0.11,0,20251010
ao2606,0.1,0.05,0,0.11,0.1,0,ao_f,氧化铝,0,0,0.1,2982,1,0.11,0,20251010
ao2607,0.1,0.05,0,0.11,0.1,0,ao_f,氧化铝,0,0,0.1,2994,1,0.11,0,20251010
ao2608,0.1,0.05,0,0.11,0.1,0,ao_f,氧化铝,0,0,0.1,3004,1,0.11,0,20251010
ao2609,0.1,0.05,0,0.11,0.1,0,ao_f,氧化铝,0,0,0.1,3026,1,0.11,0,20251010
ad2511,0.1,0.05,0,0.1,0.1,0,ad_f,铸造铝合金,0,0,0.1,20560,1,0.1,0,20251010
ad2512,0.1,0.05,0,0.07,0.06,0,ad_f,铸造铝合金,0,0,0.06,20635,1,0.07,0,20251010
ad2601,0.1,0.05,0,0.07,0.06,0,ad_f,铸造铝合金,0,0,0.06,20655,1,0.07,0,20251010
ad2602,0.1,0.05,0,0.07,0.06,0,ad_f,铸造铝合金,0,0,0.06,20680,1,0.07,0,20251010
ad2603,0.1,0.05,0,0.07,0.06,0,ad_f,铸造铝合金,0,0,0.06,20520,1,0.07,0,20251010
ad2604,0.1,0.05,0,0.07,0.06,0,ad_f,铸造铝合金,0,0,0.06,20590,1,0.07,0,20251010
ad2605,0.1,0.05,0,0.07,0.06,0,ad_f,铸造铝合金,0,0,0.06,20610,1,0.07,0,20251010
ad2606,0.1,0.05,0,0.07,0.06,0,ad_f,铸造铝合金,0,0,0.06,20470,1,0.07,0,20251010
ad2607,0.1,0.05,0,0.07,0.06,0,ad_f,铸造铝合金,0,0,0.06,20510,1,0.07,0,20251010
ad2608,0.1,0.05,0,0.07,0.06,0,ad_f,铸造铝合金,0,0,0.06,20495,1,0.07,0,20251010
ad2609,0.1,0.05,0,0.07,0.06,0,ad_f,铸造铝合金,0,0,0.06,20670,1,0.07,0,20251010
au2510,0,0,0,0.2,0.2,0,au_f,黄金,10,20,0.2,909.14,1,0.2,0,20251010
au2511,0,0,0,0.14,0.13,0,au_f,黄金,10,20,0.13,909.34,1,0.14,0,20251010
au2512,0,0,0,0.14,0.13,0,au_f,黄金,10,20,0.13,909.44,1,0.14,0,20251010
au2602,0,0,0,0.14,0.13,0,au_f,黄金,5,10,0.13,912.78,1,0.14,0,20251010
au2604,0,0,0,0.14,0.13,0,au_f,黄金,5,10,0.13,915.4,1,0.14,0,20251010
au2606,0,0,0,0.14,0.13,0,au_f,黄金,10,20,0.13,919.88,1,0.14,0,20251010
au2608,0,0,0,0.14,0.13,0,au_f,黄金,5,10,0.13,920.88,1,0.14,0,20251010
au2610,0,0,0,0.14,0.13,0,au_f,黄金,5,10,0.13,924.4,1,0.14,0,20251010
ag2510,0.05,0.025,0,0.2,0.2,0,ag_f,白银,0,0,0.2,11090,1,0.2,0,20251010
ag2511,0.05,0.025,0,0.14,0.13,0,ag_f,白银,0,0,0.13,11208,1,0.14,0,20251010
ag2512,0.05,0.025,0,0.14,0.13,0,ag_f,白银,0,0,0.13,11213,1,0.14,0,20251010
ag2601,0.01,0.005,0,0.14,0.13,0,ag_f,白银,0,0,0.13,11236,1,0.14,0,20251010
ag2602,0.01,0.005,0,0.14,0.13,0,ag_f,白银,0,0,0.13,11241,1,0.14,0,20251010
ag2603,0.01,0.005,0,0.14,0.13,0,ag_f,白银,0,0,0.13,11274,1,0.14,0,20251010
ag2604,0.01,0.005,0,0.14,0.13,0,ag_f,白银,0,0,0.13,11275,1,0.14,0,20251010
ag2605,0.01,0.005,0,0.14,0.13,0,ag_f,白银,0,0,0.13,11290,1,0.14,0,20251010
ag2606,0.05,0.025,0,0.14,0.13,0,ag_f,白银,0,0,0.13,11308,1,0.14,0,20251010
ag2607,0.01,0.005,0,0.14,0.13,0,ag_f,白银,0,0,0.13,11279,1,0.14,0,20251010
ag2608,0.01,0.005,0,0.14,0.13,0,ag_f,白银,0,0,0.13,11326,1,0.14,0,20251010
ag2609,0.01,0.005,0,0.14,0.13,0,ag_f,白银,0,0,0.13,11320,1,0.14,0,20251010
rb2510,0.1,0.05,0,0.2,0.2,0,rb_f,螺纹钢,0,0,0.2,3022,1,0.2,0,20251010
rb2511,0.1,0.05,0,0.1,0.1,0,rb_f,螺纹钢,0,0,0.1,3039,1,0.1,0,20251010
rb2512,0.1,0.05,0,0.07,0.06,0,rb_f,螺纹钢,0,0,0.06,3089,1,0.07,0,20251010
rb2601,0.1,0.05,0,0.07,0.06,0,rb_f,螺纹钢,0,0,0.06,3107,1,0.07,0,20251010
rb2602,0.02,0.01,0,0.07,0.06,0,rb_f,螺纹钢,0,0,0.06,3107,1,0.07,0,20251010
rb2603,0.02,0.01,0,0.07,0.06,0,rb_f,螺纹钢,0,0,0.06,3128,1,0.07,0,20251010
rb2604,0.02,0.01,0,0.07,0.06,0,rb_f,螺纹钢,0,0,0.06,3151,1,0.07,0,20251010
rb2605,0.1,0.05,0,0.07,0.06,0,rb_f,螺纹钢,0,0,0.06,3166,1,0.07,0,20251010
rb2606,0.02,0.01,0,0.07,0.06,0,rb_f,螺纹钢,0,0,0.06,3186,1,0.07,0,20251010
rb2607,0.02,0.01,0,0.07,0.06,0,rb_f,螺纹钢,0,0,0.06,3192,1,0.07,0,20251010
rb2608,0.02,0.01,0,0.07,0.06,0,rb_f,螺纹钢,0,0,0.06,3195,1,0.07,0,20251010
rb2609,0.02,0.01,0,0.07,0.06,0,rb_f,螺纹钢,0,0,0.06,3203,1,0.07,0,20251010
wr2510,0.04,0.02,0,0.2,0.2,0,wr_f,线材,0,0,0.2,3069,1,0.2,0,20251010
wr2511,0.04,0.02,0,0.1,0.1,0,wr_f,线材,0,0,0.1,3270,1,0.1,0,20251010
wr2512,0.04,0.02,0,0.09,0.08,0,wr_f,线材,0,0,0.08,3309,1,0.09,0,20251010
wr2601,0.04,0.02,0,0.09,0.08,0,wr_f,线材,0,0,0.08,3416,1,0.09,0,20251010
wr2602,0.04,0.02,0,0.09,0.08,0,wr_f,线材,0,0,0.08,3384,1,0.09,0,20251010
wr2603,0.04,0.02,0,0.09,0.08,0,wr_f,线材,0,0,0.08,3361,1,0.09,0,20251010
wr2604,0.04,0.02,0,0.09,0.08,0,wr_f,线材,0,0,0.08,3369,1,0.09,0,20251010
wr2605,0.04,0.02,0,0.09,0.08,0,wr_f,线材,0,0,0.08,3385,1,0.09,0,20251010
wr2606,0.04,0.02,0,0.09,0.08,0,wr_f,线材,0,0,0.08,3360,1,0.09,0,20251010
wr2607,0.04,0.02,0,0.09,0.08,0,wr_f,线材,0,0,0.08,3390,1,0.09,0,20251010
wr2608,0.04,0.02,0,0.09,0.08,0,wr_f,线材,0,0,0.08,3431,1,0.09,0,20251010
wr2609,0.04,0.02,0,0.09,0.08,0,wr_f,线材,0,0,0.08,3430,1,0.09,0,20251010
hc2510,0.1,0.05,0,0.2,0.2,0,hc_f,热轧卷板,0,0,0.2,3394,1,0.2,0,20251010
hc2511,0.1,0.05,0,0.1,0.1,0,hc_f,热轧卷板,0,0,0.1,3327,1,0.1,0,20251010
hc2512,0.1,0.05,0,0.07,0.06,0,hc_f,热轧卷板,0,0,0.06,3312,1,0.07,0,20251010
hc2601,0.1,0.05,0,0.07,0.06,0,hc_f,热轧卷板,0,0,0.06,3290,1,0.07,0,20251010
hc2602,0.02,0.01,0,0.07,0.06,0,hc_f,热轧卷板,0,0,0.06,3294,1,0.07,0,20251010
hc2603,0.02,0.01,0,0.07,0.06,0,hc_f,热轧卷板,0,0,0.06,3295,1,0.07,0,20251010
hc2604,0.02,0.01,0,0.07,0.06,0,hc_f,热轧卷板,0,0,0.06,3300,1,0.07,0,20251010
hc2605,0.1,0.05,0,0.07,0.06,0,hc_f,热轧卷板,0,0,0.06,3299,1,0.07,0,20251010
hc2606,0.02,0.01,0,0.07,0.06,0,hc_f,热轧卷板,0,0,0.06,3299,1,0.07,0,20251010
hc2607,0.02,0.01,0,0.07,0.06,0,hc_f,热轧卷板,0,0,0.06,3306,1,0.07,0,20251010
hc2608,0.02,0.01,0,0.07,0.06,0,hc_f,热轧卷板,0,0,0.06,3310,1,0.07,0,20251010
hc2609,0.02,0.01,0,0.07,0.06,0,hc_f,热轧卷板,0,0,0.06,3319,1,0.07,0,20251010
ss2510,0,0,0,0.2,0.2,0,ss_f,不锈钢,1,2,0.2,12625,1,0.2,0,20251010
ss2511,0,0,0,0.1,0.1,0,ss_f,不锈钢,1,2,0.1,12840,1,0.1,0,20251010
ss2512,0,0,0,0.07,0.06,0,ss_f,不锈钢,1,2,0.06,12860,1,0.07,0,20251010
ss2601,0,0,0,0.07,0.06,0,ss_f,不锈钢,1,2,0.06,12935,1,0.07,0,20251010
ss2602,0,0,0,0.07,0.06,0,ss_f,不锈钢,1,2,0.06,12985,1,0.07,0,20251010
ss2603,0,0,0,0.07,0.06,0,ss_f,不锈钢,1,2,0.06,13080,1,0.07,0,20251010
ss2604,0,0,0,0.07,0.06,0,ss_f,不锈钢,1,2,0.06,13145,1,0.07,0,20251010
ss2605,0,0,0,0.07,0.06,0,ss_f,不锈钢,1,2,0.06,13235,1,0.07,0,20251010
ss2606,0,0,0,0.07,0.06,0,ss_f,不锈钢,1,2,0.06,13320,1,0.07,0,20251010
ss2607,0,0,0,0.07,0.06,0,ss_f,不锈钢,1,2,0.06,13340,1,0.07,0,20251010
ss2608,0,0,0,0.07,0.06,0,ss_f,不锈钢,1,2,0.06,13420,1,0.07,0,20251010
ss2609,0,0,0,0.07,0.06,0,ss_f,不锈钢,1,2,0.06,13465,1,0.07,0,20251010
sc2511,0,0,0,0.11,0.1,0,sc_f,原油,10,20,0.1,466.2,1,0.11,0,20251010
sc2512,0,0,0,0.11,0.1,0,sc_f,原油,10,20,0.1,468.5,1,0.11,0,20251010
sc2601,0,0,0,0.11,0.1,0,sc_f,原油,10,20,0.1,468.3,1,0.11,0,20251010
sc2602,0,0,0,0.11,0.1,0,sc_f,原油,10,20,0.1,468.2,1,0.11,0,20251010
sc2603,0,0,0,0.11,0.1,0,sc_f,原油,10,20,0.1,466.7,1,0.11,0,20251010
sc2604,0,0,0,0.11,0.1,0,sc_f,原油,10,20,0.1,465.9,1,0.11,0,20251010
sc2605,0,0,0,0.11,0.1,0,sc_f,原油,10,20,0.1,465.8,1,0.11,0,20251010
sc2606,0,0,0,0.11,0.1,0,sc_f,原油,10,20,0.1,465.7,1,0.11,0,20251010
sc2607,0,0,0,0.11,0.1,0,sc_f,原油,10,20,0.1,468.1,1,0.11,0,20251010
sc2608,0,0,0,0.11,0.1,0,sc_f,原油,10,20,0.1,464.4,1,0.11,0,20251010
